"","school","sex","age","address","Fsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nschool","higher","internet","relationship","famqual","freetime","goout","Dalc","Walc","health","absences","Grade"
"613","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,3,4,3,8,11
"615","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",3,4,3,2,3,3,4,11
"616","GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,0,13
"617","GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","no","no",5,4,2,2,3,5,0,17
"618","GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,3,3,2,3,1,32,14
"619","GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,2,3,4,6,14
"620","GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",3,3,3,1,2,3,0,11
"621","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,0,16
"622","GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",1,2,0,"no","yes","no","no","no","yes","yes","yes",3,3,3,1,3,3,10,14
"623","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"no","no","no","no","yes","yes","no","no",3,1,3,1,5,3,6,10
"624","GP","F",16,"U","GT3","T",2,3,"services","services","course","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,2,6,13
"625","GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,3,1,1,3,0,12
"626","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,3,4,5,0,10
"627","GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,3,3,1,1,3,0,12
"628","GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,8,16
"629","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",5,2,3,1,2,5,4,14
"630","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",3,1,0,"no","yes","no","yes","yes","yes","yes","no",3,3,4,3,5,3,16,12
"632","GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,5,2,1,2,3,0,11
"633","GP","F",16,"U","GT3","T",2,3,"other","other","reputation","mother",1,2,0,"yes","yes","no","yes","yes","yes","no","no",4,4,3,1,3,4,4,12
"634","GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",5,3,2,1,2,3,21,13
"635","GP","F",16,"R","GT3","T",2,2,"services","services","reputation","mother",2,4,0,"no","yes","no","yes","no","yes","yes","no",5,3,5,1,1,5,6,13
"636","GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",1,3,1,"no","yes","yes","no","yes","yes","yes","yes",4,4,3,3,4,5,14,8
"637","GP","F",16,"U","GT3","A",3,1,"services","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",2,3,3,2,2,4,2,12
"638","GP","F",16,"U","GT3","T",4,3,"teacher","other","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",1,3,2,1,1,1,4,15
"640","GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",5,3,5,4,5,3,15,12
"641","GP","F",16,"U","GT3","A",2,2,"other","other","reputation","mother",1,2,0,"yes","yes","no","no","yes","yes","yes","no",3,3,4,1,1,4,0,13
"642","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,2,4,5,10,11
"643","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,0,"no","yes","no","no","yes","yes","no","no",5,2,1,1,2,3,6,11
"644","GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",1,2,0,"no","no","no","no","yes","yes","yes","yes",3,4,5,2,4,1,16,10
"645","GP","M",18,"U","LE3","T",3,3,"services","health","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,2,4,2,4,4,10,10
"646","GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"no","yes","no","no","yes","yes","no","no",3,3,3,1,4,3,4,13
"647","GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","no","yes",4,3,4,1,1,5,12,12
"648","GP","F",16,"U","GT3","T",2,3,"services","teacher","other","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",2,3,1,1,1,3,0,14
"649","GP","F",16,"U","GT3","T",4,4,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","no","yes","yes","no",5,3,2,1,1,5,4,16
"650","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,4,8
"651","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,3,3,2,17
"652","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,0,"no","yes","no","no","no","yes","yes","no",5,3,3,1,3,3,0,11
"653","GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",4,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,3,2,4,5,3,2,11
"654","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,16
"655","GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,12
"656","GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,5,2,1,1,1,0,13
"657","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,0,13
"658","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,4,2,4,1,0,14
"659","GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",3,4,2,1,1,5,2,9
"660","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,3,2,0,12
"661","GP","F",16,"U","GT3","T",2,1,"other","other","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","yes",4,5,2,1,1,5,4,10
"662","GP","F",18,"U","LE3","A",2,4,"services","other","course","mother",2,2,1,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,18,10
"663","GP","F",18,"U","LE3","T",2,2,"at_home","services","course","mother",1,2,1,"no","yes","no","no","no","yes","yes","yes",5,3,1,1,1,5,16,10
"664","GP","F",18,"U","GT3","T",3,3,"other","other","course","mother",2,1,1,"no","no","no","no","yes","no","yes","no",4,1,1,1,1,3,14,7
"665","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","yes","no","yes","no","yes","yes","no",4,2,1,1,2,5,6,9
"666","GP","F",17,"U","GT3","T",3,2,"other","other","course","father",1,2,0,"no","no","no","yes","yes","yes","no","no",5,4,2,1,1,3,4,15
"667","GP","F",16,"U","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","no","yes","no","yes","no",5,3,5,1,2,5,4,11
"668","GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,0,"no","no","no","yes","yes","yes","no","no",2,1,1,1,1,3,2,13
"669","GP","F",17,"R","LE3","A",1,4,"other","other","course","other",4,1,1,"no","yes","no","no","yes","yes","yes","no",5,5,4,1,1,5,14,8
"670","GP","F",17,"U","LE3","A",2,2,"other","other","home","mother",1,1,1,"no","yes","no","no","no","no","yes","no",3,1,2,1,1,1,8,10
"671","GP","F",17,"R","LE3","T",1,1,"at_home","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,1,3,5,4,15
"672","GP","F",17,"U","LE3","A",4,2,"teacher","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",4,3,2,1,1,4,4,14
"673","GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",2,5,5,1,4,5,8,15
"675","GP","F",17,"U","GT3","T",3,3,"services","other","home","mother",2,3,0,"no","yes","no","no","yes","yes","yes","yes",4,2,2,2,3,5,10,11
"676","GP","F",17,"U","GT3","T",1,1,"at_home","other","course","mother",1,2,0,"yes","no","no","no","no","yes","no","yes",4,3,2,1,1,4,10,10
"677","GP","F",17,"U","GT3","T",1,1,"other","services","course","father",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,4,1,2,5,4,11
"679","GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,3,5,8,10
"680","GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",2,1,0,"no","no","no","yes","no","yes","no","no",3,3,2,1,3,3,2,12
"681","GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,2,3,1,1,4,2,17
"682","GP","F",19,"U","GT3","T",2,2,"services","services","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,5,0,11
"683","GP","F",18,"U","LE3","T",1,1,"other","at_home","home","mother",1,3,0,"no","yes","no","no","no","yes","no","no",4,4,3,2,3,3,4,14
"684","GP","F",20,"R","GT3","T",2,1,"other","other","course","other",2,2,0,"no","yes","yes","yes","yes","no","yes","yes",1,2,3,1,2,2,8,12
"685","GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","no","no","yes","yes","yes","yes",3,1,2,1,3,2,2,15
"687","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,13
"688","GP","M",17,"U","GT3","T",2,2,"other","other","home","father",2,1,0,"no","no","no","no","yes","no","yes","no",4,4,4,2,3,4,8,9
"689","GP","F",18,"R","GT3","T",4,4,"teacher","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","no",4,3,4,2,2,4,8,12
"690","GP","M",18,"U","GT3","T",4,2,"health","other","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,5,1,3,5,4,14
"691","GP","F",18,"R","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"no","yes","no","no","yes","no","yes","yes",4,3,5,1,2,3,12,10
"692","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,3,3,5,16,12
"693","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"no","yes","no","yes","no","yes","no","yes",3,5,2,2,2,1,2,18
"694","GP","F",18,"U","GT3","T",2,1,"other","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,2,5,1,2,1,8,15
"695","GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"yes","yes","no","no","yes","yes","yes","yes",4,4,4,2,3,5,6,12
"696","GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,0,"no","no","no","no","no","no","yes","yes",4,1,1,1,1,5,15,10
"697","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",3,2,4,1,4,3,6,12
"698","GP","F",18,"U","GT3","T",4,4,"health","health","reputation","father",1,2,1,"yes","yes","no","yes","yes","yes","yes","yes",2,4,4,1,1,4,2,13
"699","GP","F",17,"U","GT3","T",2,2,"other","services","reputation","father",3,3,0,"no","yes","no","no","yes","yes","yes","yes",4,2,3,1,1,1,8,15
"700","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"yes","no","no","yes","yes","yes","yes","no",5,4,4,1,1,4,0,13
"701","GP","F",18,"U","GT3","T",2,1,"other","other","reputation","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,1,1,1,5,10,14
"702","GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,2,2,0,18
"703","GP","F",17,"U","GT3","T",1,1,"services","teacher","reputation","mother",1,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,0,14
"704","GP","M",18,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,4,5,2,16
"705","GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","no","no","yes","yes","no","no",3,1,2,1,1,3,0,19
"708","GP","F",18,"U","LE3","T",4,3,"other","other","home","other",2,2,0,"no","yes","no","no","yes","yes","yes","yes",4,4,5,1,2,2,0,14
"710","GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",1,1,0,"no","yes","no","no","yes","yes","yes","yes",1,4,2,2,2,1,0,17
"711","GP","F",18,"U","LE3","A",4,4,"health","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,2,4,1,1,4,0,15
"712","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"no","no","no","no","yes","yes","yes","no",4,1,1,2,2,5,0,13
"713","GP","F",17,"R","GT3","T",4,4,"services","services","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,4,1,1,5,0,8
"714","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,0,16
"715","GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"no","yes","no","yes","no","yes","yes","no",5,2,2,1,2,5,0,18
"716","GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",1,2,0,"no","no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,0,11
"717","GP","F",18,"U","GT3","T",1,4,"other","teacher","home","mother",1,2,0,"yes","yes","no","no","no","yes","no","yes",3,4,4,1,2,5,2,11
"718","GP","F",17,"U","GT3","T",2,3,"other","other","course","father",2,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,1,1,1,3,2,14
"719","GP","F",17,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,1,1,5,2,17
"720","GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,1,1,5,2,17
"721","GP","F",18,"U","LE3","T",4,3,"health","services","course","mother",2,1,0,"no","yes","no","no","yes","yes","yes","no",3,2,4,1,4,1,8,15
"722","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","no","yes","no","yes","yes","no",4,3,4,2,5,5,2,17
"723","GP","M",19,"U","GT3","T",4,2,"health","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,4,1,1,1,9,10
"725","GP","F",18,"U","GT3","T",3,4,"other","other","course","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",5,4,4,1,1,1,4,14
"726","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",5,2,2,1,2,5,14,17
"727","GP","F",17,"U","LE3","A",3,3,"services","other","home","mother",1,2,0,"yes","yes","no","no","yes","yes","yes","no",5,3,3,1,1,5,0,13
"728","GP","M",18,"U","LE3","T",4,4,"other","other","reputation","father",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,2,5,3,4,5,2,11
"729","GP","F",19,"U","LE3","A",1,1,"other","other","course","other",3,2,2,"no","yes","no","no","no","yes","yes","yes",5,3,4,1,1,4,2,9
"730","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","no","yes",4,2,2,1,1,3,4,13
"731","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"no","yes","no","no","no","yes","yes","no",3,4,3,2,3,5,0,17
"732","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,0,"no","no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,15
"733","GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,3,0,"no","no","no","yes","yes","yes","yes","no",4,5,5,1,2,2,0,14
"734","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",4,3,5,3,5,5,0,17
"735","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,5,5,4,2,10
"736","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,1,3,4,0,13
"737","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","yes","no","no","no","yes","yes","yes",4,3,3,1,2,4,4,15
"738","GP","F",17,"U","GT3","T",3,3,"at_home","other","course","mother",1,1,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,5,2,5,5,2,11
"739","GP","M",19,"R","GT3","T",3,2,"at_home","services","home","other",1,1,0,"no","yes","no","no","no","yes","no","yes",5,3,4,2,2,5,0,10
"740","GP","M",18,"U","GT3","T",2,2,"other","other","reputation","mother",1,1,0,"no","no","no","no","no","yes","yes","no",5,4,2,1,2,5,6,15
"741","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,12
"742","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,0,"no","no","no","yes","yes","yes","no","no",4,4,4,1,1,4,6,14
"743","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",4,4,5,1,3,5,8,14
"744","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,2,3,2,0,15
"745","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"no","yes","no","no","yes","yes","yes","no",5,3,3,1,1,1,4,15
"747","GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,6,17
"748","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,4,17
"749","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,13
"750","GP","F",17,"U","GT3","T",2,1,"services","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,2,2,1,10,15
"751","GP","F",17,"U","GT3","T",2,1,"services","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,2,4,4,4,16
"752","GP","F",19,"U","LE3","A",2,3,"at_home","other","home","other",2,1,1,"no","no","no","no","yes","no","yes","no",2,2,3,3,4,5,16,11
"753","GP","F",17,"U","GT3","T",3,1,"other","at_home","home","mother",1,1,1,"no","yes","yes","no","yes","yes","yes","yes",4,1,2,1,1,3,6,13
"754","GP","M",18,"U","LE3","T",2,2,"services","services","reputation","mother",1,2,0,"no","yes","no","yes","no","no","yes","no",4,4,4,1,3,3,11,12
"756","GP","F",18,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,2,2,1,1,3,0,17
"757","GP","F",20,"R","GT3","T",1,1,"other","other","reputation","other",2,3,0,"no","no","no","no","yes","yes","yes","yes",3,2,2,1,3,3,8,15
"758","GP","F",19,"U","GT3","T",4,4,"teacher","other","home","other",1,1,1,"no","yes","no","no","yes","yes","yes","yes",3,2,5,4,4,5,5,11
"759","GP","M",17,"U","LE3","A",3,2,"other","other","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,1,2,5,10,18
"760","GP","F",18,"U","GT3","T",3,2,"at_home","other","reputation","father",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,3,4,1,2,2,5,17
"761","GP","M",18,"R","GT3","T",2,3,"other","services","reputation","father",1,1,0,"no","no","no","no","yes","yes","yes","no",3,1,3,4,5,4,13,14
"762","GP","F",18,"U","LE3","A",2,2,"services","other","reputation","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",4,1,4,1,3,4,10,17
"763","GP","F",20,"U","GT3","T",1,0,"other","other","reputation","mother",2,1,1,"yes","no","no","no","yes","yes","yes","yes",5,3,1,1,1,5,5,10
"764","GP","F",18,"U","GT3","T",3,2,"services","other","home","mother",1,2,0,"no","yes","no","yes","no","yes","yes","yes",3,1,2,1,2,1,4,13
"765","MS","F",16,"R","GT3","T",2,2,"other","other","course","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,1,5,0,12
